"gps_geohash_08","gps_ghash_lon","gps_ghash_lat","mean_dbm","events"
"ezjqh17k","-3.6867714","40.437325","-96.53061224489795","296"
"ezjq5buf","-3.6956978","40.434235","-78.81884057971014","296"
"ezjq5bvy","-3.6943245","40.43492","-91.63728813559322","295"
"ezjqh1cg","-3.6888313","40.439903","-93.51700680272108","294"
"ezjq5cn6","-3.6936378","40.435608","-89.77815699658703","293"
"ezjq5fhc","-3.6956978","40.440933","-108.54295532646049","291"
"ezjq5csy","-3.6956978","40.43904","-79.29655172413793","290"
"ezjq5bv0","-3.6953545","40.43389","-86.1875","289"
"ezjqh1cr","-3.689518","40.44059","-101.34265734265735","287"
"ezjq5bz0","-3.6926079","40.43389","-98.11929824561403","286"
"ezjq5cnu","-3.6929512","40.43595","-98.04946996466431","284"
"ezjqh1de","-3.6878014","40.43853","-88.21478873239437","284"
"ezjq5ctp","-3.6953545","40.439217","-79.25704225352112","284"
"ezjq5cp3","-3.6922646","40.43544","-105.19928825622776","282"
"ezjqh11h","-3.6898613","40.43595","-86.91007194244604","281"
"ezjq5cnt","-3.6932945","40.436127","-96.56785714285714","280"
"ezjq5bvt","-3.6946678","40.434753","-87.70250896057348","280"
"ezjq5cxf","-3.691578","40.438354","-81.03214285714286","280"
"ezjqh0u7","-3.685398","40.43441","-100.41428571428571","280"
"ezjqh0gq","-3.6867714","40.43492","-82.72661870503597","279"
"ezjq5css","-3.696041","40.438698","-83.99283154121864","279"
"ezjqh45z","-3.6860847","40.441963","-96.61290322580645","279"
"ezjq5cz4","-3.6926079","40.439728","-95.47122302158273","278"
"ezjqh1cu","-3.6888313","40.44007","-94.11151079136691","278"
"ezjq5bvj","-3.6953545","40.434753","-92.46909090909091","278"
"ezjqh0cq","-3.689518","40.43492","-92.38267148014441","277"
"ezjq5fhj","-3.6967278","40.44162","-100.89818181818181","277"
"ezjqh0sr","-3.685398","40.433723","-103.42545454545454","277"
"ezjq5cz1","-3.6926079","40.43956","-95.27737226277372","274"
"ezjq5bex","-3.6974144","40.433723","-95.83150183150182","274"
"ezjqh1bm","-3.6908913","40.440247","-79.22710622710623","273"
"ezjq5che","-3.696041","40.435783","-106.52380952380952","273"
"ezjqh1h0","-3.6857414","40.435265","-99.3125","272"
"ezjqh16s","-3.6878014","40.437325","-88.70588235294117","272"
"ezjqh14u","-3.687458","40.43595","-83.34317343173431","271"
"ezjqh13v","-3.6888313","40.4375","-87.75092936802974","270"
"ezjqh13q","-3.689518","40.437668","-79.27509293680298","269"
"ezjq5fn6","-3.6936378","40.4411","-83.11567164179104","268"
"ezjqh199","-3.6891747","40.438187","-86.34328358208955","268"
"ezjqh0uk","-3.685398","40.434578","-102.32706766917293","267"
"ezjqh453","-3.6867714","40.440933","-98.48288973384031","263"
"ezjqh1bv","-3.6902046","40.440247","-75.77099236641222","262"
"ezjq5cw6","-3.6936378","40.438354","-89.31297709923665","262"
"ezjq5cmp","-3.6953545","40.437843","-87.93822393822394","260"
"ezjqh1cs","-3.6891747","40.44007","-107.37692307692308","260"
"ezjqh40p","-3.6912346","40.441963","-86.02713178294573","259"
"ezjqh0ce","-3.6891747","40.43441","-85.02316602316603","259"
"ezjq5ckf","-3.6956978","40.43698","-104.6640625","257"
"ezjq5cj9","-3.6946678","40.43544","-82.59533073929961","257"
"ezjq5cjq","-3.6950111","40.436295","-100.056","256"
"ezjq5cm4","-3.6953545","40.43698","-106.04048582995951","256"
"ezjqh1b8","-3.690548","40.439384","-76.24313725490197","255"
"ezjqh14d","-3.6878014","40.435608","-80.01181102362204","255"
"ezjq5cze","-3.6919212","40.439903","-88.60079051383399","253"
"ezjqh1ck","-3.689518","40.44007","-104.16334661354581","251"
"ezjqh1cp","-3.6898613","40.44059","-88.45019920318725","251"
"ezjqh417","-3.689518","40.441277","-104.33864541832669","251"
"ezjqh40q","-3.6908913","40.441788","-90.192","251"
"ezjqh0b9","-3.690548","40.434067","-93.77459016393442","249"
"ezjq5cee","-3.6974144","40.43853","-69.34538152610442","249"
"ezjq5cx4","-3.6926079","40.438354","-86.39516129032258","248"
"ezjq5cmv","-3.6943245","40.4375","-103.45564516129032","248"
"ezjq5cy8","-3.6932945","40.439384","-95.19433198380567","247"
"ezjq5c5x","-3.6974144","40.43647","-97.8582995951417","247"
"ezjqh13k","-3.689518","40.437325","-77.52244897959184","246"
"ezjqh111","-3.6898613","40.43544","-97.9504132231405","246"
"ezjq5cvn","-3.6953545","40.440414","-91.29795918367347","245"
"ezjq5cpr","-3.6922646","40.43647","-104.97540983606558","245"
"ezjqh17m","-3.6867714","40.4375","-98.71428571428571","245"
"ezjqh10r","-3.6908913","40.43647","-92.61065573770492","244"
"ezjq5fhz","-3.6956978","40.441963","-92.69135802469135","243"
"ezjq5cxk","-3.6922646","40.438698","-90.94214876033058","242"
"ezjqh175","-3.6871147","40.437157","-93.425","242"
"ezjq5bsx","-3.696041","40.433723","-93.08333333333333","240"
"ezjqh40x","-3.690548","40.441963","-99.20083682008368","240"
"ezjq5cmh","-3.6953545","40.437325","-99.77155172413794","239"
"ezjqh1g9","-3.686428","40.43956","-97.63598326359832","239"
"ezjqh4hp","-3.6857414","40.441963","-96.61603375527426","238"
"ezjqh19d","-3.6891747","40.438354","-90.86497890295358","237"
"ezjq5bxz","-3.691578","40.433723","-81.8177966101695","236"
"ezjq5ck1","-3.6967278","40.436813","-98.78540772532189","233"
"ezjq5cuk","-3.6963844","40.44007","-106.39914163090128","233"
"ezjq5btp","-3.6953545","40.433723","-94.18141592920354","232"
"ezjqh1ee","-3.686428","40.43853","-95.81896551724138","232"
"ezjq5bey","-3.697071","40.433548","-92.63362068965517","232"
"ezjqh1e3","-3.6867714","40.438187","-101.43722943722943","231"
"ezjq5bgb","-3.697071","40.43389","-89.9695652173913","230"
"ezjq5bxm","-3.6922646","40.43338","-102.0748898678414","227"
"ezjq5cuj","-3.6967278","40.440247","-102.57268722466961","227"
"ezjq5bub","-3.6956978","40.43389","-91.92070484581498","227"
"ezjqh114","-3.6898613","40.435608","-96.39732142857143","224"
"ezjqh14k","-3.6881447","40.43595","-91.8018018018018","224"
"ezjqh168","-3.6878014","40.436638","-84.94170403587444","223"
"ezjq5ce9","-3.6974144","40.438187","-68.4439461883408","223"
"ezjq5cuv","-3.6956978","40.440247","-104.13452914798206","223"
"ezjqh415","-3.6898613","40.441277","-92.85844748858447","222"
"ezjqh15b","-3.6860847","40.435265","-91.07692307692308","221"
"ezjqh13u","-3.6888313","40.437325","-84.5475113122172","221"
"ezjq5cvq","-3.6950111","40.440414","-80.3607305936073","219"
"ezjq5bwp","-3.6939812","40.433723","-101.30733944954129","218"
"ezjq5cyc","-3.6929512","40.43956","-98.17972350230414","218"
"ezjqh169","-3.6878014","40.436813","-84.54838709677419","217"
"ezjqh1cd","-3.6891747","40.439728","-92.62037037037037","216"
"ezjq5cyn","-3.6939812","40.440414","-84.4766355140187","216"
"ezjqh14q","-3.6881447","40.436295","-101.66511627906976","215"
"ezjqh0uh","-3.6857414","40.434578","-104.33953488372093","215"
"ezjq5csg","-3.6956978","40.43853","-86.15492957746478","213"
"ezjq5cpc","-3.691578","40.43544","-93.48325358851675","213"
"ezjqh0bd","-3.690548","40.434235","-97.52830188679245","212"
"ezjq5bsr","-3.6963844","40.433723","-87.41509433962264","212"
"ezjq5cn0","-3.6939812","40.435265","-87.44497607655502","211"
"ezjqh13s","-3.6891747","40.437325","-82.76777251184834","211"
"ezjq5ceg","-3.697071","40.43853","-73.80952380952381","211"
"ezjq5fjd","-3.6946678","40.4411","-85.82692307692308","210"
"ezjqh13t","-3.6891747","40.4375","-89.32380952380953","210"
"ezjqh19x","-3.6891747","40.439217","-78.13809523809523","210"
"ezjq5fjp","-3.6953545","40.441963","-77.10952380952381","210"
"ezjq5byb","-3.6929512","40.43389","-100.09661835748793","209"
"ezjqh162","-3.6881447","40.436638","-87.7846889952153","209"
"ezjq5fj4","-3.6953545","40.4411","-108.6201923076923","208"
"ezjq5cq1","-3.6939812","40.436813","-98.40865384615384","208"
"ezjqh0gc","-3.6860847","40.434067","-89.98039215686275","205"
"ezjq5fjx","-3.6946678","40.441963","-72.79411764705883","205"
"ezjqh12k","-3.6908913","40.437325","-77.07960199004975","205"
"ezjqh1u7","-3.685398","40.439903","-108.58333333333333","205"
"ezjq5cu7","-3.6963844","40.439903","-104.74509803921569","204"
"ezjq5cxu","-3.691578","40.438698","-82.69117647058823","204"
"ezjqh0sq","-3.685398","40.433548","-100.54950495049505","202"
"ezjq5bvm","-3.6950111","40.434753","-88.56435643564356","202"
"ezjqh19y","-3.6888313","40.43904","-78.51485148514851","202"
"ezjq5cxh","-3.6926079","40.438698","-90.875","201"
"ezjq5cx6","-3.6922646","40.438354","-81.54228855721394","201"
"ezjq5f5z","-3.697071","40.441963","-99.77","200"
"ezjq5bxv","-3.691578","40.43338","-86.1015228426396","197"
"ezjqh40g","-3.6902046","40.441277","-81.23711340206185","197"
"ezjq5cxr","-3.6922646","40.439217","-90.86734693877551","196"
"ezjqh10v","-3.6902046","40.436127","-92.60512820512821","195"
"ezjq5fhb","-3.6956978","40.440758","-97.78461538461538","195"
"ezjqh4h5","-3.6857414","40.441277","-93.90721649484536","195"
"ezjqh0bc","-3.6902046","40.434067","-87.96858638743456","195"
"ezjq5cjp","-3.6953545","40.43647","-106.98969072164948","195"
"ezjq5c5y","-3.697071","40.436295","-103.96907216494846","194"
"ezjqh1dp","-3.688488","40.439217","-87.75773195876289","194"
"ezjq5ct7","-3.6950111","40.43853","-93.83505154639175","194"
"ezjqh18u","-3.6902046","40.438698","-89.52849740932642","193"
"ezjqh0gr","-3.6867714","40.435097","-82.50777202072538","193"
"ezjq5cpm","-3.6922646","40.436127","-105.46596858638743","191"
"ezjqh0cd","-3.6891747","40.434235","-86.64921465968587","191"
"ezjqh44e","-3.6878014","40.441277","-99.3157894736842","190"
"ezjq5c59","-3.6974144","40.43544","-106.16315789473684","190"
"ezjq5fh6","-3.6963844","40.4411","-109.83684210526316","190"
"ezjq5crx","-3.6919212","40.437843","-79.12169312169313","189"
"ezjq5fnj","-3.6939812","40.44162","-81.43617021276596","188"
"ezjq5ck5","-3.6967278","40.437157","-94.94148936170212","188"
"ezjqh13m","-3.689518","40.4375","-78.62566844919786","187"
"ezjq5cku","-3.6956978","40.437325","-104.40641711229947","187"
"ezjq5cn3","-3.6936378","40.43544","-94.17647058823529","187"
"ezjq5chz","-3.6956978","40.43647","-106.46774193548387","186"
"ezjq5cu5","-3.6967278","40.439903","-105.16666666666667","186"
"ezjqh11z","-3.6888313","40.43647","-83.34239130434783","185"
"ezjq5cym","-3.6936378","40.440247","-103.26086956521739","184"
"ezjq5btz","-3.6943245","40.433723","-97.92349726775956","184"
"ezjqh40y","-3.6902046","40.441788","-82.53260869565217","184"
"ezjqh1dr","-3.6881447","40.439217","-89.6978021978022","184"
"ezjq5cnd","-3.6932945","40.435608","-89.56830601092896","183"
"ezjq5cey","-3.697071","40.43904","-97.25274725274726","182"
"ezjq5bvs","-3.6946678","40.434578","-89.0","182"
"ezjqh10y","-3.6902046","40.436295","-88.66850828729282","181"
"ezjq5bue","-3.696041","40.43441","-82.3529411764706","181"
"ezjqh4hh","-3.6857414","40.441444","-96.09944751381215","181"
"ezjqh1g8","-3.686428","40.439384","-98.19337016574586","181"
"ezjqh13w","-3.6891747","40.437668","-85.8659217877095","180"
"ezjqh122","-3.6908913","40.436638","-83.3463687150838","180"
"ezjq5cs8","-3.696041","40.43801","-92.15168539325843","178"
"ezjqh14x","-3.6878014","40.43647","-85.13372093023256","177"
"ezjqh407","-3.6908913","40.441277","-80.05681818181819","176"
"ezjqh15q","-3.6867714","40.436295","-85.98863636363636","176"
"ezjq5cxs","-3.6919212","40.438698","-84.34857142857143","175"
"ezjq5cvt","-3.6946678","40.440247","-101.92","175"
"ezjqh40w","-3.690548","40.441788","-85.25581395348837","174"
"ezjq5c7t","-3.6974144","40.4375","-107.3179190751445","174"
"ezjq5cj2","-3.6950111","40.435265","-84.02873563218391","174"
"ezjqh14h","-3.688488","40.43595","-96.70930232558139","173"
"ezjqh1bu","-3.6902046","40.44007","-78.12209302325581","172"
"ezjqh17v","-3.6860847","40.4375","-91.65116279069767","172"
"ezjqh10x","-3.690548","40.43647","-91.8546511627907","172"
"ezjq5cyq","-3.6936378","40.440414","-86.28488372093024","172"
"ezjqh1bb","-3.6902046","40.439384","-79.43023255813954","172"
"ezjqh1hm","-3.685398","40.436127","-91.71929824561404","171"
"ezjqh165","-3.688488","40.437157","-88.29824561403508","171"
"ezjq5cjn","-3.6953545","40.436295","-107.02380952380952","170"
"ezjq5cex","-3.6974144","40.439217","-94.69411764705882","170"
"ezjq5cpj","-3.6926079","40.436127","-107.71597633136095","169"
"ezjqh0u1","-3.6857414","40.434067","-93.33136094674556","169"
"ezjqh127","-3.6908913","40.437157","-83.45238095238095","168"
"ezjqh14z","-3.687458","40.43647","-85.7939393939394","168"
"ezjqh16u","-3.687458","40.437325","-103.89221556886227","167"
"ezjq5cmy","-3.6943245","40.437668","-102.81437125748504","167"
"ezjqh41k","-3.689518","40.441444","-99.20359281437126","167"
"ezjqh0u4","-3.6857414","40.434235","-105.2909090909091","167"
"ezjqh18y","-3.6902046","40.43904","-106.90361445783132","166"
"ezjq5crb","-3.691578","40.436638","-87.13855421686748","166"
"ezjq5cmu","-3.6943245","40.437325","-103.08433734939759","166"
"ezjq5cjm","-3.6950111","40.436127","-93.644578313253","166"
"ezjq5fnd","-3.6932945","40.4411","-78.78181818181818","165"
"ezjq5byq","-3.6936378","40.43492","-93.17575757575757","165"
"ezjqh0gb","-3.6860847","40.43389","-83.63414634146342","164"
"ezjq5cjv","-3.6943245","40.436127","-98.48780487804878","164"
"ezjq5cp6","-3.6922646","40.435608","-102.32926829268293","164"
"ezjqh1dx","-3.6878014","40.439217","-92.0","163"
"ezjq5cmq","-3.6950111","40.437668","-101.7639751552795","162"
"ezjqh15n","-3.6871147","40.436295","-81.48447204968944","161"
"ezjqh1dw","-3.6878014","40.43904","-96.15384615384616","161"
"ezjq5cws","-3.6932945","40.438698","-97.28571428571429","161"
"ezjq5cxm","-3.6922646","40.438873","-83.84375","161"
"ezjqh1g3","-3.6867714","40.43956","-96.2919254658385","161"
"ezjq5cpg","-3.691578","40.435783","-98.29559748427673","160"
"ezjq5cyp","-3.6939812","40.44059","-93.35220125786164","159"
"ezjq5cwe","-3.6932945","40.43853","-90.22012578616352","159"
"ezjq5cnn","-3.6939812","40.436295","-100.32278481012658","158"
"ezjqh1e6","-3.6867714","40.438354","-102.63225806451612","158"
"ezjqh1dz","-3.687458","40.439217","-94.3741935483871","157"
"ezjqh19c","-3.6888313","40.438187","-82.1656050955414","157"
"ezjqh0dw","-3.6878014","40.433548","-98.16666666666667","156"
"ezjq5cu6","-3.6963844","40.439728","-98.55128205128206","156"
"ezjqh1cm","-3.689518","40.440247","-97.8","155"
"ezjq5bu0","-3.6967278","40.43389","-93.18709677419355","155"
"ezjq5cxx","-3.6919212","40.439217","-89.07741935483871","155"
"ezjqh19p","-3.6898613","40.439217","-91.49677419354839","155"
"ezjqh15r","-3.6867714","40.43647","-87.73376623376623","154"
"ezjq5cns","-3.6932945","40.43595","-94.640522875817","154"
"ezjqh0c4","-3.6898613","40.434235","-105.33766233766234","154"
"ezjq5cu0","-3.6967278","40.439384","-85.08441558441558","154"
"ezjq5cx5","-3.6926079","40.43853","-89.5657894736842","153"
"ezjq5bgr","-3.6977577","40.435097","-100.4407894736842","152"
"ezjqh0u0","-3.6857414","40.43389","-90.56291390728477","151"
"ezjqh414","-3.6898613","40.4411","-102.62837837837837","150"
"ezjqh41r","-3.689518","40.441963","-95.99328859060402","150"
"ezjq5cwx","-3.6932945","40.439217","-98.33333333333333","150"
"ezjqh16c","-3.687458","40.436813","-92.80536912751678","150"
"ezjq5c5v","-3.697071","40.436127","-103.87919463087249","149"
"ezjq5cvs","-3.6946678","40.44007","-103.50335570469798","149"
"ezjq5bzm","-3.6922646","40.434753","-97.90604026845638","149"
"ezjqh0dy","-3.687458","40.433548","-103.4496644295302","149"
"ezjq5fpq","-3.6922646","40.441788","-76.10958904109589","147"
"ezjqh0gv","-3.6860847","40.434753","-101.13698630136986","147"
"ezjq5cum","-3.6963844","40.440247","-102.9047619047619","147"
"ezjqh13y","-3.6888313","40.437668","-88.1156462585034","147"
"ezjqh1d3","-3.6881447","40.438187","-84.65753424657534","146"
"ezjq5bzf","-3.691578","40.434235","-89.1027397260274","146"
"ezjq5cmm","-3.6950111","40.4375","-100.74468085106383","145"
"ezjq5cnj","-3.6939812","40.436127","-97.55244755244755","144"
"ezjqh16k","-3.6881447","40.437325","-88.65972222222223","144"
"ezjqh10u","-3.6902046","40.43595","-94.95104895104895","144"
"ezjqh129","-3.690548","40.436813","-79.64084507042253","143"
"ezjq5fh2","-3.6963844","40.440758","-96.72027972027972","143"
"ezjq5cn7","-3.6936378","40.435783","-88.99295774647888","142"
"ezjqh0g1","-3.6871147","40.434067","-85.61971830985915","142"
"ezjqh4hn","-3.6857414","40.441788","-95.47183098591549","142"
"ezjqh1kj","-3.6857414","40.4375","-102.68345323741008","142"
"ezjqh1fr","-3.6881447","40.44059","-98.16197183098592","142"
"ezjqh14r","-3.6881447","40.43647","-96.16312056737588","141"
"ezjqh0c9","-3.6891747","40.434067","-86.7872340425532","141"
"ezjq5cnk","-3.6936378","40.43595","-81.00719424460432","140"
"ezjq5bu8","-3.696041","40.43389","-96.06201550387597","140"
"ezjqh1k4","-3.6857414","40.43698","-100.14388489208633","139"
"ezjq5csz","-3.6956978","40.439217","-93.15107913669065","139"
"ezjq5cm1","-3.6953545","40.436813","-98.94890510948905","139"
"ezjq5cjb","-3.6943245","40.435265","-87.56834532374101","139"
"ezjq5bxt","-3.6919212","40.43338","-98.05797101449275","138"
"ezjqh0dx","-3.6878014","40.433723","-97.4014598540146","137"
"ezjq5cne","-3.6932945","40.435783","-91.80882352941177","136"
"ezjqh0gu","-3.6860847","40.434578","-103.6470588235294","136"
"ezjq5cyv","-3.6929512","40.440247","-96.6268656716418","136"
"ezjq5f5c","-3.697071","40.440933","-98.38970588235294","136"
"ezjqh1cj","-3.6898613","40.440247","-80.11029411764706","136"
"ezjqh19z","-3.6888313","40.439217","-79.3529411764706","136"
"ezjqh1fw","-3.6878014","40.440414","-102.97777777777777","135"
"ezjqh1cx","-3.6891747","40.44059","-101.97037037037038","135"
"ezjq5cmr","-3.6950111","40.437843","-99.90298507462687","135"
"ezjqh1h1","-3.6857414","40.43544","-104.52592592592593","135"
"ezjq5bzq","-3.6922646","40.43492","-97.27067669172932","134"
"ezjqh1fz","-3.687458","40.44059","-104.88059701492537","134"
"ezjqh109","-3.690548","40.43544","-98.73846153846154","133"
"ezjqh1dg","-3.687458","40.43853","-91.1203007518797","133"
"ezjqh0gf","-3.6860847","40.434235","-104.70161290322581","133"
"ezjq5cqw","-3.6932945","40.437668","-108.50757575757575","132"
"ezjq5c7w","-3.6974144","40.437668","-108.43181818181819","132"
"ezjqh19f","-3.6888313","40.438354","-84.33333333333333","132"
"ezjqh0c8","-3.6891747","40.43389","-88.56488549618321","131"
"ezjq5chp","-3.6967278","40.43647","-100.01526717557252","131"
"ezjq5cpp","-3.6926079","40.43647","-103.97692307692307","131"
"ezjq5bu1","-3.6967278","40.434067","-83.6015625","131"
"ezjqh18z","-3.6902046","40.439217","-91.97692307692307","130"
"ezjqh0bm","-3.6908913","40.434753","-96.91538461538461","130"
"ezjqh0u5","-3.6857414","40.43441","-104.36923076923077","130"
"ezjq5cqk","-3.6936378","40.437325","-107.05737704918033","130"
"ezjq5chb","-3.6956978","40.435265","-84.65116279069767","129"
"ezjqh1ds","-3.6878014","40.438698","-89.0078125","128"
"ezjqh1gj","-3.6871147","40.440247","-105.3359375","128"
"ezjq5cq9","-3.6932945","40.436813","-102.76377952755905","127"
"ezjqh1bg","-3.6902046","40.439903","-80.74015748031496","127"
"ezjq5fnm","-3.6936378","40.44162","-82.37301587301587","127"
"ezjq5cyt","-3.6932945","40.440247","-103.14285714285714","127"
"ezjqh1g1","-3.6871147","40.43956","-96.14173228346456","127"
"ezjqh4hj","-3.6857414","40.44162","-94.19047619047619","126"
"ezjq5cp4","-3.6926079","40.435608","-106.62698412698413","126"
"ezjq5cm5","-3.6953545","40.437157","-104.53719008264463","126"
"ezjqh16e","-3.6878014","40.437157","-88.53174603174604","126"
"ezjqh14m","-3.6881447","40.436127","-104.536","126"
"ezjq5cmn","-3.6953545","40.437668","-92.29032258064517","125"
"ezjq5bxy","-3.691578","40.433548","-84.88709677419355","124"
"ezjq5fpr","-3.6922646","40.441963","-77.24193548387096","124"
"ezjq5csb","-3.6956978","40.43801","-93.08870967741936","124"
"ezjq5cpy","-3.691578","40.436295","-81.52032520325203","123"
"ezjqh1fh","-3.688488","40.44007","-90.4308943089431","123"
"ezjqh442","-3.6881447","40.440758","-96.90243902439025","123"
"ezjqh09t","-3.6891747","40.43338","-84.08130081300813","123"
"ezjq5bzw","-3.6919212","40.43492","-92.32786885245902","122"
"ezjq5bzt","-3.6919212","40.434753","-100.3801652892562","122"
"ezjq5cn1","-3.6939812","40.43544","-90.90082644628099","121"
"ezjqh10k","-3.6908913","40.43595","-99.85950413223141","121"
"ezjq5cjr","-3.6950111","40.43647","-96.71666666666667","120"
"ezjq5cwj","-3.6939812","40.438873","-103.80833333333334","120"
"ezjq5fhp","-3.6967278","40.441963","-102.09243697478992","119"
"ezjq5fnt","-3.6932945","40.44162","-85.88983050847457","118"
"ezjqh0bg","-3.6902046","40.43441","-90.98305084745763","118"
"ezjqh40m","-3.6908913","40.44162","-83.63793103448276","118"
"ezjqh1cn","-3.6898613","40.440414","-78.53389830508475","118"
"ezjq5fh0","-3.6967278","40.440758","-94.58974358974359","117"
"ezjqh1bz","-3.6902046","40.44059","-75.61538461538461","117"
"ezjqh0dt","-3.6878014","40.43338","-87.57264957264957","117"
"ezjqh08r","-3.6908913","40.433723","-92.83620689655173","116"
"ezjq5crn","-3.6926079","40.437668","-100.14782608695653","115"
"ezjq5cnw","-3.6932945","40.436295","-98.56521739130434","115"
"ezjqh09j","-3.6898613","40.43338","-92.73913043478261","115"
"ezjq5bzs","-3.6919212","40.434578","-96.17699115044248","114"
"ezjqh13e","-3.6891747","40.437157","-78.23684210526316","114"
"ezjq5cky","-3.6956978","40.437668","-96.86842105263158","114"
"ezjqh1fb","-3.687458","40.439384","-94.6842105263158","114"
"ezjqh09w","-3.6891747","40.433548","-85.60176991150442","114"
"ezjq5chh","-3.6967278","40.43595","-96.53571428571429","113"
"ezjqh0fb","-3.687458","40.43389","-91.28318584070796","113"
"ezjqh0fc","-3.687458","40.434067","-88.79646017699115","113"
"ezjqh0sm","-3.685398","40.43338","-98.08928571428571","112"
"ezjqh1km","-3.685398","40.4375","-101.67567567567568","112"
"ezjq5cyf","-3.6929512","40.439728","-95.12612612612612","111"
"ezjqh1c4","-3.6898613","40.439728","-84.36111111111111","111"
"ezjqh19e","-3.6891747","40.43853","-90.54054054054055","111"
"ezjq5czd","-3.6919212","40.439728","-94.09009009009009","111"
"ezjq5cyu","-3.6929512","40.44007","-95.65454545454546","110"
"ezjq5cj0","-3.6953545","40.435265","-86.35454545454546","110"
"ezjqh1sp","-3.6857414","40.439217","-99.43636363636364","110"
"ezjqh1cq","-3.689518","40.440414","-103.27272727272727","110"
"ezjq5cg8","-3.6974144","40.439384","-87.71559633027523","109"
"ezjqh1fs","-3.6878014","40.44007","-92.96330275229357","109"
"ezjqh4h4","-3.6857414","40.4411","-92.96330275229357","109"
"ezjq5ckz","-3.6956978","40.437843","-104.42592592592592","108"
"ezjq5fhk","-3.6963844","40.441444","-107.44444444444444","108"
"ezjq5ch9","-3.696041","40.43544","-93.99065420560747","107"
"ezjqh09q","-3.689518","40.433548","-86.03738317757009","107"
"ezjqh406","-3.6908913","40.4411","-81.3644859813084","107"
"ezjq5cuc","-3.6956978","40.43956","-96.72641509433963","106"
"ezjq5cpv","-3.691578","40.436127","-101.79245283018868","106"
"ezjq5cs5","-3.6967278","40.43853","-77.57142857142857","105"
"ezjq5cv3","-3.6950111","40.43956","-101.32380952380953","105"
"ezjqh09x","-3.6891747","40.433723","-89.8","105"
"ezjqh4h6","-3.685398","40.4411","-92.02857142857142","105"
"ezjq5buc","-3.6956978","40.434067","-85.94285714285714","105"
"ezjqh10t","-3.690548","40.436127","-84.61904761904762","105"
"ezjq5cxg","-3.691578","40.43853","-83.03846153846153","104"
"ezjqh0dz","-3.687458","40.433723","-93.74038461538461","104"
"ezjqh160","-3.688488","40.436638","-89.49019607843137","104"
"ezjqh418","-3.6891747","40.440758","-103.65384615384616","104"
"ezjq5byf","-3.6929512","40.434235","-98.7378640776699","103"
"ezjq5fj5","-3.6953545","40.441277","-102.50485436893204","103"
"ezjq5c5z","-3.697071","40.43647","-103.59223300970874","103"
"ezjq5fh5","-3.6967278","40.441277","-110.2843137254902","102"
"ezjqh1bc","-3.6902046","40.43956","-78.16666666666667","102"
"ezjqh13g","-3.6888313","40.437157","-91.8529411764706","102"
"ezjq5cmc","-3.6943245","40.436813","-96.5","102"
"ezjqh1c0","-3.6898613","40.439384","-83.84313725490196","102"
"ezjq5cvj","-3.6953545","40.440247","-105.01960784313725","102"
"ezjqh17u","-3.6860847","40.437325","-93.11881188118812","101"
"ezjqh1bs","-3.690548","40.44007","-82.9009900990099","101"
"ezjqh1f5","-3.688488","40.439903","-90.79207920792079","101"
"ezjqh1c1","-3.6898613","40.43956","-80.4375","100"
"ezjq5cq4","-3.6939812","40.43698","-101.09","100"
"ezjqh1fv","-3.687458","40.440247","-100.75757575757575","99"
"ezjqh1c3","-3.689518","40.43956","-85.72631578947369","99"
"ezjq5fj9","-3.6946678","40.440933","-93.6938775510204","99"
"ezjq5cj3","-3.6950111","40.43544","-84.27551020408163","98"
"ezjqh1es","-3.686428","40.438698","-94.68367346938776","98"
"ezjq5cn4","-3.6939812","40.435608","-90.06122448979592","98"
"ezjq5fh3","-3.6963844","40.440933","-103.85714285714286","98"
"ezjq5cgf","-3.697071","40.439728","-94.35714285714286","98"
"ezjq5cv9","-3.6946678","40.43956","-97.9795918367347","98"
"ezjq5fj6","-3.6950111","40.4411","-87.84693877551021","98"
"ezjqh0be","-3.690548","40.43441","-98.41237113402062","97"
"ezjq5cnp","-3.6939812","40.43647","-102.0","97"
"ezjq5cxw","-3.6919212","40.43904","-105.85567010309278","97"
"ezjqh1s0","-3.6857414","40.43801","-88.375","96"
"ezjq5cry","-3.691578","40.437668","-79.02105263157895","96"
"ezjqh0c3","-3.689518","40.434067","-87.25","96"
"ezjqh0bb","-3.6902046","40.43389","-85.50526315789473","96"
"ezjqh4h1","-3.6857414","40.440933","-98.55208333333333","96"
"ezjqh41q","-3.689518","40.441788","-93.30208333333333","96"
"ezjqh0bf","-3.6902046","40.434235","-90.71578947368421","96"
"ezjq5cr6","-3.6922646","40.43698","-105.51578947368421","95"
"ezjq5cqp","-3.6939812","40.437843","-105.03191489361703","95"
"ezjq5cv7","-3.6950111","40.439903","-110.84210526315789","95"
"ezjqh0gg","-3.6860847","40.43441","-103.06382978723404","95"
"ezjqh0ch","-3.6898613","40.434578","-99.97894736842105","95"
"ezjqh15v","-3.6860847","40.436127","-99.82978723404256","94"
"ezjq5fj1","-3.6953545","40.440933","-109.56989247311827","93"
"ezjqh1hj","-3.6857414","40.436127","-102.04301075268818","93"
"ezjqh17h","-3.6871147","40.437325","-96.54838709677419","93"
"ezjqh164","-3.688488","40.43698","-87.70967741935483","93"
"ezjq5cgb","-3.697071","40.439384","-87.08695652173913","92"
"ezjq5fhf","-3.6956978","40.4411","-107.17391304347827","92"
