"gps_geohash_08","gps_ghash_lon","gps_ghash_lat","mean_dbm","events"
"ezjqh120","-3.6912346","40.436638","-83.10066225165563","755"
"ezjqh15h","-3.6871147","40.43595","-76.72117962466488","750"
"ezjqh0bh","-3.6912346","40.434578","-85.09212283044059","749"
"ezjqh132","-3.689518","40.436638","-77.89083557951483","747"
"ezjq5bgy","-3.697071","40.43492","-80.22341857335128","746"
"ezjq5cmd","-3.6946678","40.43698","-92.73848238482385","744"
"ezjqh1bn","-3.6912346","40.440414","-82.65768194070081","743"
"ezjqh08n","-3.6912346","40.433548","-77.88559892328398","743"
"ezjqh185","-3.6912346","40.43853","-80.93758480325644","742"
"ezjq5bv2","-3.6950111","40.43389","-84.46891891891892","740"
"ezjqh0fh","-3.688488","40.434578","-84.88362652232748","740"
"ezjq5cy1","-3.6939812","40.43956","-107.02837837837838","740"
"ezjqh40h","-3.6912346","40.441444","-82.15395095367847","736"
"ezjqh0g0","-3.6871147","40.43389","-84.01367989056088","731"
"ezjqh0f5","-3.688488","40.43441","-83.11232876712329","731"
"ezjq5bum","-3.6963844","40.434753","-89.93150684931507","730"
"ezjqh0g9","-3.686428","40.434067","-78.40329218106996","729"
"ezjq5fjv","-3.6943245","40.44162","-74.90277777777777","727"
"ezjq5bww","-3.6932945","40.433548","-99.2116182572614","725"
"ezjq5fp1","-3.6926079","40.440933","-78.45303867403315","725"
"ezjqh18h","-3.6912346","40.438698","-82.90264255910988","723"
"ezjq5ctr","-3.6950111","40.439217","-105.74688796680498","723"
"ezjq5cwf","-3.6929512","40.438354","-88.54016620498615","722"
"ezjq5cs2","-3.6963844","40.43801","-84.55833333333334","721"
"ezjq5fpk","-3.6922646","40.441444","-77.24195804195804","719"
"ezjq5fpu","-3.691578","40.441444","-83.87692307692308","716"
"ezjq5bwx","-3.6932945","40.433723","-98.58485273492286","715"
"ezjq5cvz","-3.6943245","40.44059","-81.69187675070027","714"
"ezjqh136","-3.689518","40.43698","-76.88983050847457","714"
"ezjqh12f","-3.6902046","40.43698","-76.88483146067416","712"
"ezjqh18f","-3.6902046","40.438354","-78.56760563380281","711"
"ezjq5bun","-3.6967278","40.43492","-77.86162624821684","703"
"ezjqh0gd","-3.686428","40.434235","-79.3044733044733","695"
"ezjqh1ef","-3.6860847","40.438354","-93.5050505050505","694"
"ezjqh101","-3.6912346","40.43544","-74.94347826086957","692"
"ezjqh11b","-3.6888313","40.435265","-83.26483357452966","691"
"ezjqh12s","-3.690548","40.437325","-77.58418740849194","690"
"ezjqh1eu","-3.6860847","40.438698","-91.29505813953489","689"
"ezjq5csx","-3.696041","40.439217","-91.84011627906976","688"
"ezjqh12m","-3.6908913","40.4375","-76.6873156342183","687"
"ezjqh1eg","-3.6860847","40.43853","-92.567055393586","687"
"ezjqh400","-3.6912346","40.440758","-85.42857142857143","685"
"ezjqh142","-3.6881447","40.435265","-76.91629955947137","682"
"ezjq5cm0","-3.6953545","40.436638","-101.40620384047267","681"
"ezjqh11p","-3.6898613","40.43647","-80.14327917282127","678"
"ezjq5bz7","-3.6922646","40.43441","-93.83283582089553","673"
"ezjqh16q","-3.6881447","40.437668","-82.6322869955157","669"
"ezjqh16t","-3.6878014","40.4375","-88.92227204783259","669"
"ezjq5byd","-3.6932945","40.434235","-98.1424287856072","668"
"ezjq5fjb","-3.6943245","40.440758","-88.03458646616541","665"
"ezjq5cs1","-3.6967278","40.438187","-75.54380664652568","663"
"ezjqh0cv","-3.6888313","40.434753","-82.48858447488584","657"
"ezjq5ct0","-3.6953545","40.43801","-100.59908536585365","656"
"ezjq5ctv","-3.6943245","40.438873","-104.78582434514638","656"
"ezjq5cpk","-3.6922646","40.43595","-95.34815950920246","654"
"ezjq5csk","-3.6963844","40.438698","-83.85321100917432","654"
"ezjq5bvb","-3.6943245","40.43389","-94.75382262996942","654"
"ezjqh11k","-3.689518","40.43595","-84.31692307692308","653"
"ezjqh401","-3.6912346","40.440933","-85.01536098310292","653"
"ezjqh0g7","-3.6867714","40.43441","-80.05828220858896","653"
"ezjq5csq","-3.6963844","40.43904","-92.9431643625192","651"
"ezjqh1ec","-3.6860847","40.438187","-93.41602465331279","649"
"ezjqh104","-3.6912346","40.435608","-77.93672839506173","648"
"ezjqh1bp","-3.6912346","40.44059","-84.29082426127528","647"
"ezjq5cp7","-3.6922646","40.435783","-88.74805598755832","643"
"ezjq5bwt","-3.6932945","40.43338","-100.2348367029549","643"
"ezjq5c5t","-3.6974144","40.436127","-103.84555382215288","641"
"ezjqh0fr","-3.6881447","40.435097","-79.90282131661442","638"
"ezjqh0bj","-3.6912346","40.434753","-81.7817896389325","638"
"ezjqh12c","-3.6902046","40.436813","-77.28706624605678","637"
"ezjq5ctx","-3.6946678","40.439217","-101.43081761006289","637"
"ezjqh0gs","-3.686428","40.434578","-78.70597484276729","636"
"ezjqh1dd","-3.6878014","40.438354","-88.98899371069183","636"
"ezjq5cph","-3.6926079","40.43595","-107.55433070866141","635"
"ezjqh14p","-3.688488","40.43647","-95.2259083728278","633"
"ezjq5bxq","-3.6922646","40.433548","-105.65768621236133","632"
"ezjqh194","-3.6898613","40.438354","-92.80190174326466","631"
"ezjq5cvf","-3.6943245","40.439728","-99.11287758346582","630"
"ezjq5cq8","-3.6932945","40.436638","-101.71587301587302","630"
"ezjq5cxz","-3.691578","40.439217","-85.06119162640901","627"
"ezjq5buy","-3.6956978","40.43492","-82.57717041800643","626"
"ezjqh12h","-3.6912346","40.437325","-83.87620578778134","623"
"ezjqh155","-3.6871147","40.435783","-78.6320907617504","621"
"ezjqh11w","-3.6891747","40.436295","-81.1116504854369","620"
"ezjq5cte","-3.6946678","40.43853","-98.5073409461664","617"
"ezjq5ctn","-3.6953545","40.43904","-75.38861788617886","615"
"ezjq5cm6","-3.6950111","40.43698","-102.66390728476821","614"
"ezjqh11g","-3.6888313","40.435783","-85.58059210526316","613"
"ezjq5by0","-3.6939812","40.43389","-99.32676518883416","610"
"ezjqh1ev","-3.6860847","40.438873","-90.10837438423646","609"
"ezjq5csw","-3.696041","40.43904","-92.496699669967","606"
"ezjqh14t","-3.6878014","40.436127","-82.19568822553897","606"
"ezjqh12q","-3.6908913","40.437668","-78.03333333333333","605"
"ezjq5bv6","-3.6950111","40.434235","-92.2593220338983","603"
"ezjqh1gg","-3.6860847","40.439903","-94.57711442786069","603"
"ezjq5bzk","-3.6922646","40.434578","-95.65319865319866","603"
"ezjqh1ez","-3.6860847","40.439217","-91.90049751243781","603"
"ezjq5czb","-3.691578","40.439384","-84.64141414141415","600"
"ezjq5cu2","-3.6963844","40.439384","-87.00337268128162","598"
"ezjqh137","-3.689518","40.437157","-75.91850594227505","597"
"ezjq5cmb","-3.6943245","40.436638","-99.93050847457627","593"
"ezjqh144","-3.688488","40.435608","-84.90862944162437","593"
"ezjqh116","-3.689518","40.435608","-87.77589134125637","593"
"ezjq5fph","-3.6926079","40.441444","-78.42301184433164","592"
"ezjqh1kn","-3.6857414","40.437668","-83.77249575551782","590"
"ezjq5ctf","-3.6943245","40.438354","-92.49489795918367","589"
"ezjqh1kq","-3.685398","40.437668","-82.7025641025641","586"
"ezjq5fne","-3.6932945","40.441277","-80.8527397260274","585"
"ezjqh13n","-3.6898613","40.437668","-77.03793103448275","585"
"ezjqh133","-3.689518","40.436813","-78.14974182444062","584"
"ezjq5bxx","-3.6919212","40.433723","-107.93150684931507","584"
"ezjqh11v","-3.6888313","40.436127","-83.30968858131487","584"
"ezjq5btr","-3.6950111","40.433723","-87.94845360824742","582"
"ezjqh18s","-3.690548","40.438698","-80.66493055555556","581"
"ezjq5bvw","-3.6946678","40.43492","-86.69444444444444","579"
"ezjq5by3","-3.6936378","40.434067","-98.98615916955018","578"
"ezjq5fp6","-3.6922646","40.4411","-78.3782837127846","577"
"ezjq5bv8","-3.6946678","40.43389","-87.17739130434782","576"
"ezjq5c5g","-3.697071","40.435783","-98.18576388888889","576"
"ezjq5fn5","-3.6939812","40.441277","-80.73996509598604","575"
"ezjqh1ey","-3.6860847","40.43904","-90.16","575"
"ezjqh40k","-3.6908913","40.441444","-79.40173913043478","575"
"ezjq5c5e","-3.6974144","40.435783","-95.28048780487805","574"
"ezjq5csr","-3.6963844","40.439217","-94.15384615384616","573"
"ezjq5csm","-3.6963844","40.438873","-88.2907180385289","572"
"ezjqh196","-3.689518","40.438354","-93.3660245183888","571"
"ezjq5cqc","-3.6929512","40.436813","-98.40106951871658","562"
"ezjq5bv4","-3.6953545","40.434235","-93.3588785046729","561"
"ezjq5czu","-3.691578","40.44007","-87.49285714285715","560"
"ezjqh0um","-3.685398","40.434753","-106.44642857142857","560"
"ezjq5cp1","-3.6926079","40.43544","-104.8119349005425","554"
"ezjq5chd","-3.696041","40.435608","-99.23411978221415","553"
"ezjq5cvv","-3.6943245","40.440247","-84.39090909090909","552"
"ezjqh0ge","-3.686428","40.43441","-77.71739130434783","552"
"ezjqh404","-3.6912346","40.4411","-84.16697247706422","548"
"ezjqh18w","-3.690548","40.43904","-81.22527472527473","548"
"ezjqh11x","-3.6891747","40.43647","-80.17005545286507","545"
"ezjqh405","-3.6912346","40.441277","-83.18484288354898","545"
"ezjq5cun","-3.6967278","40.440414","-103.61808118081181","544"
"ezjqh117","-3.689518","40.435783","-86.34014869888476","544"
"ezjqh16j","-3.688488","40.4375","-87.56826568265683","543"
"ezjq5fpf","-3.691578","40.4411","-85.547134935305","542"
"ezjq5cgc","-3.697071","40.43956","-82.23062730627306","542"
"ezjq5cu3","-3.6963844","40.43956","-87.39186691312385","541"
"ezjq5cw2","-3.6936378","40.43801","-89.16296296296296","541"
"ezjq5cyw","-3.6932945","40.440414","-101.46011131725417","539"
"ezjqh10j","-3.6912346","40.436127","-82.55970149253731","537"
"ezjq5cwd","-3.6932945","40.438354","-94.41527001862197","537"
"ezjqh09v","-3.6888313","40.43338","-87.60299625468164","536"
"ezjqh12b","-3.6902046","40.436638","-78.55075187969925","536"
"ezjq5bv9","-3.6946678","40.434067","-90.69345794392524","535"
"ezjq5byc","-3.6929512","40.434067","-98.45454545454545","530"
"ezjq5cgd","-3.6974144","40.439728","-93.13421550094517","529"
"ezjqh10n","-3.6912346","40.436295","-80.07765151515152","529"
"ezjqh0fq","-3.6881447","40.43492","-81.45075757575758","529"
"ezjqh10z","-3.6902046","40.43647","-82.17816091954023","526"
"ezjqh1hn","-3.6857414","40.436295","-89.45","525"
"ezjqh0cu","-3.6888313","40.434578","-83.97137404580153","524"
"ezjq5fjk","-3.6950111","40.441444","-85.6086956521739","520"
"ezjqh10h","-3.6912346","40.43595","-79.63969171483622","520"
"ezjq5czc","-3.691578","40.43956","-86.67704280155642","519"
"ezjq5cjs","-3.6946678","40.43595","-83.28767123287672","518"
"ezjq5fpg","-3.691578","40.441277","-85.42471042471043","518"
"ezjq5fjr","-3.6950111","40.441963","-75.45261121856866","517"
"ezjq5czx","-3.6919212","40.44059","-82.11111111111111","516"
"ezjq5bvq","-3.6950111","40.43492","-84.90058479532163","515"
"ezjqh1df","-3.687458","40.438354","-95.755859375","512"
"ezjq5cq0","-3.6939812","40.436638","-102.52268244575937","511"
"ezjqh152","-3.6867714","40.435265","-81.61614173228347","509"
"ezjqh197","-3.689518","40.43853","-93.59055118110236","508"
"ezjq5bvn","-3.6953545","40.43492","-84.13438735177866","508"
"ezjq5cje","-3.6946678","40.435783","-84.02371541501977","507"
"ezjq5c79","-3.6974144","40.436813","-98.424","506"
"ezjq5fnf","-3.6929512","40.4411","-77.2019801980198","505"
"ezjq5csv","-3.6956978","40.438873","-83.32539682539682","504"
"ezjq5cgy","-3.697071","40.440414","-95.41153081510934","503"
"ezjq5ctb","-3.6943245","40.43801","-94.96606786427145","501"
"ezjq5fn7","-3.6936378","40.441277","-81.58","500"
"ezjqh0dm","-3.6881447","40.43338","-85.286","500"
"ezjq5bye","-3.6932945","40.43441","-99.12625250501002","500"
"ezjqh1b2","-3.6908913","40.439384","-76.78024193548387","498"
"ezjq5cr0","-3.6926079","40.436638","-97.46680080482898","497"
"ezjqh1eb","-3.6860847","40.43801","-90.99797570850203","495"
"ezjqh10d","-3.690548","40.435608","-110.65243902439025","492"
"ezjqh191","-3.6898613","40.438187","-86.68979591836735","491"
"ezjqh0g8","-3.686428","40.43389","-79.27698574338086","491"
"ezjqh45f","-3.6860847","40.4411","-93.9877800407332","491"
"ezjq5crr","-3.6922646","40.437843","-100.4517453798768","490"
"ezjqh0gy","-3.6860847","40.43492","-97.93865030674847","489"
"ezjqh18t","-3.690548","40.438873","-80.27777777777777","487"
"ezjqh121","-3.6912346","40.436813","-81.65503080082135","487"
"ezjq5byt","-3.6932945","40.434753","-98.71134020618557","487"
"ezjq5ch1","-3.6967278","40.43544","-101.8680412371134","486"
"ezjq5crz","-3.691578","40.437843","-80.75925925925925","486"
"ezjq5buk","-3.6963844","40.434578","-89.32304526748972","486"
"ezjq5bzy","-3.691578","40.43492","-99.65082644628099","484"
"ezjq5cv2","-3.6950111","40.439384","-99.07916666666667","484"
"ezjq5cjy","-3.6943245","40.436295","-101.64331210191082","481"
"ezjq5cvg","-3.6943245","40.439903","-93.69665271966527","478"
"ezjq5cmg","-3.6943245","40.437157","-105.24528301886792","477"
"ezjqh1cw","-3.6891747","40.440414","-105.81932773109244","476"
"ezjq5bsz","-3.6956978","40.433723","-96.29052631578948","476"
"ezjq5bxw","-3.6919212","40.433548","-106.81818181818181","474"
"ezjq5ckh","-3.6967278","40.437325","-91.52320675105486","474"
"ezjqh1gb","-3.6860847","40.439384","-92.12951167728238","471"
"ezjqh0et","-3.686428","40.43338","-97.39658848614073","470"
"ezjqh1h2","-3.685398","40.435265","-103.46808510638297","470"
"ezjq5cu1","-3.6967278","40.43956","-81.41151385927505","469"
"ezjq5bze","-3.6919212","40.43441","-92.83760683760684","468"
"ezjq5cts","-3.6946678","40.438698","-102.44967880085653","467"
"ezjq5cyb","-3.6929512","40.439384","-93.63948497854078","466"
"ezjqh16h","-3.688488","40.437325","-85.37849462365591","466"
"ezjqh11n","-3.6898613","40.436295","-81.28725701943844","466"
"ezjq5cpw","-3.6919212","40.436295","-86.72688172043011","465"
"ezjq5cnz","-3.6929512","40.43647","-98.88984881209504","464"
"ezjq5fp0","-3.6926079","40.440758","-80.7012987012987","464"
"ezjq5cvp","-3.6953545","40.44059","-82.90809628008753","458"
"ezjq5cst","-3.696041","40.438873","-89.22757111597375","458"
"ezjqh45g","-3.6860847","40.441277","-93.92576419213974","458"
"ezjq5bzv","-3.691578","40.434753","-104.98468271334792","457"
"ezjqh0u3","-3.685398","40.434067","-93.42763157894737","457"
"ezjq5fp3","-3.6922646","40.440933","-78.01108647450111","456"
"ezjq5fpz","-3.691578","40.441963","-83.22587719298245","456"
"ezjq5cec","-3.697071","40.438187","-72.67763157894737","456"
"ezjq5bys","-3.6932945","40.434578","-99.91371681415929","455"
"ezjq5ctz","-3.6943245","40.439217","-99.45190156599553","449"
"ezjq5fpy","-3.691578","40.441788","-83.70155902004454","449"
"ezjq5czf","-3.691578","40.439728","-87.66367713004485","449"
"ezjqh15y","-3.6860847","40.436295","-88.03794642857143","448"
"ezjqh45u","-3.6860847","40.441444","-93.21252796420582","447"
"ezjqh19k","-3.689518","40.438698","-93.54809843400447","447"
"ezjqh17n","-3.6871147","40.437668","-93.36853932584269","446"
"ezjq5fpv","-3.691578","40.44162","-83.70495495495496","446"
"ezjq5bug","-3.6956978","40.43441","-80.19239904988123","446"
"ezjq5cmz","-3.6943245","40.437843","-104.509009009009","445"
"ezjqh45c","-3.6860847","40.440933","-93.61936936936937","445"
"ezjq5ctw","-3.6946678","40.43904","-102.66891891891892","444"
"ezjq5by1","-3.6939812","40.434067","-95.53061224489795","444"
"ezjqh0cg","-3.6888313","40.43441","-85.06772009029345","443"
"ezjqh1ed","-3.686428","40.438354","-96.33863636363637","440"
"ezjq5btm","-3.6950111","40.43338","-88.07990867579909","439"
"ezjqh0f3","-3.6881447","40.434067","-85.39407744874715","439"
"ezjqh124","-3.6912346","40.43698","-82.92465753424658","438"
"ezjq5byy","-3.6929512","40.43492","-96.19212962962963","438"
"ezjqh1h3","-3.685398","40.43544","-106.08009153318078","438"
"ezjq5cuq","-3.6963844","40.440414","-100.10779816513761","436"
"ezjq5bvk","-3.6950111","40.434578","-92.44083526682135","436"
"ezjq5bv5","-3.6953545","40.43441","-86.53170731707317","434"
"ezjqh0gk","-3.6867714","40.434578","-80.6581986143187","433"
"ezjqh15j","-3.6871147","40.436127","-75.20093457943925","430"
"ezjq5ch0","-3.6967278","40.435265","-89.22482435597189","429"
"ezjq5cv8","-3.6946678","40.439384","-95.07783018867924","429"
"ezjqh0dq","-3.6881447","40.433548","-85.60747663551402","428"
"ezjq5cjd","-3.6946678","40.435608","-82.89461358313817","428"
"ezjq5bew","-3.6974144","40.433548","-92.25292740046838","428"
"ezjq5cpt","-3.6919212","40.436127","-106.82943925233644","428"
"ezjq5cub","-3.6956978","40.439384","-98.97423887587821","427"
"ezjqh0f6","-3.6881447","40.434235","-83.75352112676056","426"
"ezjqh12e","-3.690548","40.437157","-77.6437054631829","426"
"ezjq5cqg","-3.6929512","40.437157","-95.08235294117647","425"
"ezjqh1b7","-3.6908913","40.439903","-77.27186761229315","424"
"ezjq5c7c","-3.697071","40.436813","-104.12796208530806","424"
"ezjqh45b","-3.6860847","40.440758","-93.88416075650119","424"
"ezjqh125","-3.6912346","40.437157","-83.0377358490566","424"
"ezjqh1gc","-3.6860847","40.43956","-91.52955082742317","423"
"ezjq5cuh","-3.6967278","40.44007","-104.0308056872038","423"
"ezjq5cgg","-3.697071","40.439903","-97.9290780141844","423"
"ezjqh18x","-3.690548","40.439217","-77.88361045130641","422"
"ezjqh1gz","-3.6860847","40.44059","-93.88862559241706","422"
"ezjqh41x","-3.6891747","40.441963","-94.57244655581948","421"
"ezjq5cqz","-3.6929512","40.437843","-89.20813397129187","421"
"ezjq5ckg","-3.6956978","40.437157","-104.09546539379475","420"
"ezjq5btq","-3.6950111","40.433548","-86.40572792362768","419"
"ezjqh09y","-3.6888313","40.433548","-88.9040767386091","418"
"ezjqh10s","-3.690548","40.43595","-85.34210526315789","418"
"ezjq5czg","-3.691578","40.439903","-86.97810218978103","417"
"ezjq5fjw","-3.6946678","40.441788","-70.9832134292566","417"
"ezjq5cp9","-3.6919212","40.43544","-96.39024390243902","413"
"ezjq5czn","-3.6926079","40.440414","-84.93349753694581","413"
"ezjqh1gf","-3.6860847","40.439728","-92.69829683698296","413"
"ezjqh0f2","-3.6881447","40.43389","-85.67961165048544","412"
"ezjq5cr8","-3.6919212","40.436638","-95.57073170731708","410"
"ezjq5c5d","-3.6974144","40.435608","-96.4704433497537","408"
"ezjq5cny","-3.6929512","40.436295","-99.4430693069307","407"
"ezjqh0u2","-3.685398","40.43389","-96.11528822055138","406"
"ezjq5cr2","-3.6922646","40.436638","-99.31604938271605","405"
"ezjqh1gy","-3.6860847","40.440414","-94.0569306930693","404"
"ezjqh174","-3.6871147","40.43698","-96.68316831683168","404"
"ezjqh0fm","-3.6881447","40.434753","-81.38957816377172","404"
"ezjqh1gu","-3.6860847","40.44007","-92.4590570719603","403"
"ezjq5cm3","-3.6950111","40.436813","-101.84422110552764","403"
"ezjq5fje","-3.6946678","40.441277","-76.58208955223881","402"
"ezjq5cz0","-3.6926079","40.439384","-93.07518796992481","401"
"ezjq5czw","-3.6919212","40.440414","-85.23308270676692","401"
"ezjqh45v","-3.6860847","40.44162","-94.92269326683292","401"
"ezjqh1gv","-3.6860847","40.440247","-92.79493670886076","396"
"ezjqh1c7","-3.689518","40.439903","-104.18320610687023","393"
"ezjqh14n","-3.688488","40.436295","-100.13775510204081","393"
"ezjq5cqu","-3.6929512","40.437325","-94.1119592875318","393"
"ezjq5ch5","-3.6967278","40.435783","-97.8676844783715","393"
"ezjqh0cf","-3.6888313","40.434235","-84.50639386189258","391"
"ezjqh1hq","-3.685398","40.436295","-87.36340206185567","388"
"ezjqh19w","-3.6891747","40.43904","-79.8047493403694","387"
"ezjqh1by","-3.6902046","40.440414","-74.2687338501292","387"
"ezjq5cnq","-3.6936378","40.436295","-99.43896103896104","385"
"ezjq5bz8","-3.6919212","40.43389","-96.59375","384"
"ezjq5cpf","-3.691578","40.435608","-96.62303664921465","384"
"ezjqh0gm","-3.6867714","40.434753","-82.13802083333333","384"
"ezjq5csu","-3.6956978","40.438698","-83.35416666666667","384"
"ezjqh0dr","-3.6881447","40.433723","-85.91644908616188","383"
"ezjqh0b2","-3.6908913","40.43389","-95.49606299212599","381"
"ezjq5fp2","-3.6922646","40.440758","-77.78215223097114","381"
"ezjqh0ct","-3.6891747","40.434753","-84.67979002624672","381"
"ezjqh1bk","-3.6908913","40.44007","-77.87765957446808","379"
"ezjq5czt","-3.6919212","40.440247","-88.30213903743315","377"
"ezjq5fhm","-3.6963844","40.44162","-96.94694960212202","377"
"ezjq5cty","-3.6943245","40.43904","-101.832","375"
"ezjqh40t","-3.690548","40.44162","-82.10666666666667","375"
"ezjqh1h6","-3.685398","40.435608","-104.58333333333333","373"
"ezjqh157","-3.6867714","40.435783","-79.88172043010752","373"
"ezjqh1b3","-3.6908913","40.43956","-76.63172043010752","373"
"ezjq5chw","-3.696041","40.436295","-105.24932975871313","373"
"ezjq5cn2","-3.6936378","40.435265","-87.83739837398375","373"
"ezjqh12d","-3.690548","40.43698","-78.40108401084011","372"
"ezjq5cw0","-3.6939812","40.43801","-91.76280323450135","372"
"ezjq5ctt","-3.6946678","40.438873","-103.48517520215633","371"
"ezjq5cj6","-3.6950111","40.435608","-83.16847826086956","370"
"ezjq5cxj","-3.6926079","40.438873","-93.11891891891892","370"
"ezjq5cn9","-3.6932945","40.43544","-89.98360655737704","369"
"ezjq5ctu","-3.6943245","40.438698","-103.39237057220708","369"
"ezjqh17q","-3.6867714","40.437668","-84.5858310626703","369"
"ezjq5cng","-3.6929512","40.435783","-93.86871508379889","366"
"ezjqh1be","-3.690548","40.439903","-82.7013698630137","365"
"ezjqh40j","-3.6912346","40.44162","-84.10989010989012","365"
"ezjq5f5b","-3.697071","40.440758","-101.55096418732782","364"
"ezjq5byn","-3.6939812","40.43492","-96.83149171270718","363"
"ezjqh14y","-3.687458","40.436295","-78.98066298342542","362"
"ezjqh40z","-3.6902046","40.441963","-88.36944444444444","361"
"ezjq5czj","-3.6926079","40.440247","-87.89606741573034","358"
"ezjqh0cc","-3.6888313","40.434067","-84.86033519553072","358"
"ezjq5f5v","-3.697071","40.44162","-103.41573033707866","357"
"ezjq5czh","-3.6926079","40.44007","-91.87359550561797","356"
"ezjq5cxn","-3.6926079","40.43904","-93.4185393258427","356"
"ezjq5by2","-3.6936378","40.43389","-97.59550561797752","356"
"ezjqh1c6","-3.689518","40.439728","-90.32022471910112","356"
"ezjqh0fk","-3.6881447","40.434578","-81.65070422535211","356"
"ezjqh0f7","-3.6881447","40.43441","-81.78309859154929","355"
"ezjqh45y","-3.6860847","40.441788","-96.28169014084507","355"
"ezjq5cxd","-3.6919212","40.438354","-92.06515580736544","354"
"ezjqh0ex","-3.686428","40.433723","-80.63276836158192","354"
"ezjq5cqv","-3.6929512","40.4375","-93.08045977011494","352"
"ezjq5fpm","-3.6922646","40.44162","-75.97701149425288","352"
"ezjq5czs","-3.6919212","40.44007","-89.21325648414985","351"
"ezjq5bv3","-3.6950111","40.434067","-86.80229226361031","351"
"ezjqh138","-3.6891747","40.436638","-78.97988505747126","350"
"ezjq5cez","-3.697071","40.439217","-97.29512893982807","349"
"ezjq5cvr","-3.6950111","40.44059","-80.59482758620689","348"
"ezjqh16m","-3.6881447","40.4375","-94.44827586206897","348"
"ezjq5cxp","-3.6926079","40.439217","-91.96811594202899","348"
"ezjq5cnv","-3.6929512","40.436127","-98.95389048991355","347"
"ezjqh15p","-3.6871147","40.43647","-90.51895043731778","346"
"ezjqh11j","-3.6898613","40.436127","-83.64327485380117","346"
"ezjqh1b6","-3.6908913","40.439728","-76.88046647230321","345"
"ezjq5ctg","-3.6943245","40.43853","-101.40406976744185","344"
"ezjq5cw4","-3.6939812","40.438354","-91.44152046783626","344"
"ezjqh0u6","-3.685398","40.434235","-97.89442815249267","341"
"ezjq5c5b","-3.697071","40.435265","-97.12130177514793","341"
"ezjqh16f","-3.687458","40.43698","-92.78529411764706","340"
"ezjqh19n","-3.6898613","40.43904","-104.16863905325444","338"
"ezjqh1e2","-3.6867714","40.43801","-92.26331360946746","338"
"ezjq5cvx","-3.6946678","40.44059","-80.6973293768546","337"
"ezjqh16y","-3.687458","40.437668","-94.67857142857143","336"
"ezjq5ckt","-3.696041","40.4375","-101.34250764525994","335"
"ezjq5cy0","-3.6939812","40.439384","-98.3223880597015","335"
"ezjqh09z","-3.6888313","40.433723","-88.02702702702703","334"
"ezjqh1h7","-3.685398","40.435783","-102.38368580060423","332"
"ezjq5ckv","-3.6956978","40.4375","-99.69393939393939","331"
"ezjq5chf","-3.6956978","40.435608","-94.36060606060606","331"
"ezjqh40n","-3.6912346","40.441788","-85.02446483180428","329"
"ezjqh1fx","-3.6878014","40.44059","-102.84709480122324","327"
"ezjq5cj4","-3.6953545","40.435608","-87.36196319018404","326"
"ezjqh0cb","-3.6888313","40.43389","-86.74846625766871","326"
"ezjq5crp","-3.6926079","40.437843","-84.98461538461538","326"
"ezjqh459","-3.686428","40.440933","-104.63076923076923","326"
"ezjq5cth","-3.6953545","40.438698","-85.17337461300309","323"
"ezjq5bsp","-3.6967278","40.433723","-91.16510903426791","322"
"ezjq5bz4","-3.6926079","40.434235","-106.66336633663366","321"
"ezjqh19r","-3.689518","40.439217","-83.40764331210191","316"
"ezjq5fjh","-3.6953545","40.441444","-99.34185303514377","315"
"ezjq5c5c","-3.697071","40.43544","-108.31168831168831","314"
"ezjqh0cs","-3.6891747","40.434578","-82.50636942675159","314"
"ezjq5bxj","-3.6926079","40.43338","-97.60828025477707","314"
"ezjq5cr4","-3.6926079","40.43698","-111.94551282051282","313"
"ezjq5cpz","-3.691578","40.43647","-84.03536977491962","313"
"ezjqh1e4","-3.6871147","40.438354","-102.51757188498402","313"
"ezjq5cpx","-3.6919212","40.43647","-91.57692307692308","312"
"ezjq5cse","-3.696041","40.43853","-82.40645161290323","311"
"ezjq5cz5","-3.6926079","40.439903","-93.50160771704181","311"
"ezjq5c5s","-3.6974144","40.43595","-107.7524115755627","311"
"ezjq5fj7","-3.6950111","40.441277","-86.57843137254902","311"
"ezjqh18g","-3.6902046","40.43853","-84.81612903225806","310"
"ezjqh193","-3.689518","40.438187","-89.50645161290322","310"
"ezjq5ct5","-3.6953545","40.43853","-86.99354838709678","310"
"ezjq5czp","-3.6926079","40.44059","-85.07741935483871","310"
"ezjqh0bk","-3.6908913","40.434578","-94.76051779935275","309"
"ezjq5fn3","-3.6936378","40.440933","-94.9546925566343","309"
"ezjq5cv0","-3.6953545","40.439384","-93.65695792880258","309"
"ezjq5cj8","-3.6946678","40.435265","-83.81045751633987","307"
"ezjqh11y","-3.6888313","40.436295","-84.80066445182725","307"
"ezjq5bvd","-3.6946678","40.434235","-97.0718954248366","307"
"ezjq5bvc","-3.6943245","40.434067","-94.36842105263158","304"
"ezjqh0ew","-3.686428","40.433548","-82.39473684210526","304"
"ezjqh1hk","-3.685398","40.43595","-100.19666666666667","303"
"ezjq5cq5","-3.6939812","40.437157","-104.40728476821192","302"
"ezjq5bus","-3.696041","40.434578","-84.3864406779661","300"
"ezjqh40r","-3.6908913","40.441963","-94.13758389261746","299"
"ezjqh448","-3.6878014","40.440758","-103.40468227424749","299"
"ezjqh154","-3.6871147","40.435608","-83.47138047138047","298"
"ezjq5ctj","-3.6953545","40.438873","-82.55218855218855","297"
"ezjqh0cw","-3.6891747","40.43492","-89.07457627118644","296"
